carat,cut,color,clarity,depth,table,x,y,z,price
1.52,4,5,4,62.9,59.9,7.27,7.31,4.59,10032
1.12,2,2,5,61.9,55.0,6.73,6.68,4.15,7727
0.7,1,6,3,61.6,57.2,5.65,5.68,3.49,1699
0.54,2,0,5,60.0,56.0,5.39,5.28,3.2,2177
1.01,4,4,2,60.0,58.0,6.54,6.6,3.94,4876
0.41,2,1,3,59.8,55.0,4.81,4.93,2.91,683
0.54,2,3,6,62.2,56.0,5.22,5.2,3.24,2236
1.26,3,2,4,62.0,58.0,6.95,6.88,4.29,10669
0.5,0,3,0,64.6,60.0,5.04,4.96,3.23,701
0.96,0,4,0,61.5,63.0,6.22,6.06,3.78,1637
2.53,3,4,2,62.1,59.0,8.83,8.73,5.45,18254
0.5,3,2,2,60.1,59.0,5.17,5.14,3.1,1332
0.61,2,1,4,62.1,57.0,5.41,5.47,3.38,2324
0.7,4,0,2,63.5,58.0,5.61,5.64,3.57,2686
0.43,2,3,1,61.3,55.0,4.86,4.89,2.99,1683
0.32,2,0,5,62.1,53.0,4.42,4.44,2.75,671
0.41,2,2,6,61.3,54.0,4.79,4.84,2.95,1196
0.91,0,4,2,64.4,60.0,6.1,6.07,3.92,3180
1.0,0,0,3,69.3,58.0,5.96,5.87,4.1,2974
0.25,2,2,2,61.5,56.0,4.06,4.09,2.5,430
0.73,2,1,3,61.5,55.0,5.82,5.86,3.59,2896
0.73,4,2,2,61.6,62.0,5.71,5.76,3.53,2326
0.43,3,0,5,60.0,59.0,4.93,4.91,2.95,1234
0.71,2,1,5,61.6,56.0,5.74,5.76,3.54,2891
0.3,2,5,6,62.2,54.0,4.29,4.35,2.68,532
0.72,2,4,1,62.1,58.0,5.72,5.75,3.56,3283
0.71,3,2,2,61.6,60.0,5.79,5.73,3.55,2381
0.55,2,0,4,61.7,55.0,5.25,5.26,3.24,1890
0.52,4,1,7,61.2,58.0,5.17,5.19,3.17,2254
0.96,0,4,0,64.3,59.0,6.38,5.88,3.98,1739
0.23,4,3,7,58.1,59.0,4.09,4.03,2.36,438
0.24,3,4,6,61.2,58.0,3.96,4.01,2.44,432
0.73,3,1,4,61.2,58.0,5.83,5.77,3.55,3311
0.31,3,3,7,62.9,58.0,4.31,4.27,2.7,907
0.34,4,3,3,62.8,59.0,4.45,4.47,2.8,447
0.79,2,1,5,61.8,56.0,5.91,5.94,3.66,3605
0.35,2,3,6,61.0,56.0,4.56,4.59,2.79,887
0.32,3,2,5,61.3,60.0,4.37,4.4,2.69,645
0.32,3,2,4,62.1,60.0,4.37,4.33,2.7,874
0.7,1,0,2,63.6,60.0,5.59,5.51,3.51,2512
1.2,3,4,5,60.7,60.0,6.88,6.82,4.16,6250
1.59,4,3,2,62.3,60.0,7.42,7.49,4.64,11613
0.53,1,1,2,62.6,64.0,5.13,5.22,3.24,1282
1.12,3,2,4,61.2,58.0,6.72,6.68,4.1,7903
1.52,2,2,5,62.5,55.0,7.42,7.31,4.6,14915
0.34,3,2,3,60.0,58.0,4.58,4.55,2.74,574
0.9,3,3,2,62.0,61.0,6.13,6.07,3.78,3669
0.3,3,0,3,62.2,59.0,4.3,4.25,2.66,574
0.51,2,1,2,60.9,54.0,5.17,5.21,3.16,1355
0.74,2,0,3,61.7,55.0,5.81,5.85,3.6,2810
1.0,3,2,7,61.5,59.0,6.4,6.38,3.93,9139
1.55,2,5,5,61.8,55.0,7.4,7.44,4.58,11574
1.03,2,4,0,61.5,57.0,6.52,6.48,4.0,3230
0.71,3,2,5,61.0,59.0,5.72,5.69,3.48,2571
1.6,3,2,3,61.1,58.0,7.57,7.53,4.61,9229
1.01,2,0,3,62.6,56.0,6.34,6.4,3.99,4785
0.38,2,1,7,62.4,56.0,4.69,4.63,2.91,1097
2.02,4,4,2,59.3,60.0,8.14,8.21,4.85,18236
1.25,1,2,5,63.9,58.0,6.76,6.71,4.31,6440
1.0,1,2,5,63.7,59.0,6.27,6.32,4.01,5929
0.25,4,2,7,59.3,59.0,4.15,4.18,2.47,548
1.01,3,2,3,62.7,58.0,6.38,6.32,3.98,3733
0.54,4,1,3,60.7,56.5,5.24,5.28,3.19,1415
0.33,2,3,6,61.7,55.0,4.44,4.48,2.75,838
0.3,2,4,7,62.2,57.0,4.29,4.26,2.66,776
0.77,2,4,5,60.6,57.0,5.93,5.89,3.58,2479
0.7,2,2,5,61.4,56.0,5.72,5.75,3.52,3064
0.55,4,0,7,61.3,57.0,5.26,5.28,3.23,2585
0.35,2,2,2,61.1,56.0,4.56,4.58,2.79,707
0.54,2,1,3,62.1,56.0,5.22,5.18,3.23,1250
0.72,3,1,2,63.0,56.0,5.76,5.73,3.62,2666
2.22,0,4,0,70.1,55.0,7.77,7.74,5.44,6564
0.73,2,1,7,62.0,57.0,5.79,5.73,3.57,3714
1.03,3,3,4,62.2,57.0,6.47,6.42,4.01,6659
1.51,1,1,3,63.1,58.0,7.28,7.31,4.6,9343
1.08,4,2,2,62.9,57.0,6.53,6.54,4.11,5014
0.4,4,0,7,59.4,61.0,4.77,4.82,2.85,977
0.3,2,1,6,62.2,57.0,4.28,4.31,2.67,862
0.27,4,2,6,61.8,56.0,4.17,4.19,2.58,682
0.72,2,6,6,62.4,58.0,5.71,5.76,3.58,2139
2.63,2,6,3,62.1,57.0,8.83,8.88,5.5,16914
0.41,1,1,2,63.6,56.0,4.7,4.73,3.0,705
1.57,2,4,4,62.2,55.0,7.44,7.49,4.64,12810
0.73,3,2,3,61.6,58.0,5.79,5.73,3.55,2309
1.5,1,1,2,63.9,54.0,7.26,7.2,4.62,11948
1.51,3,5,3,62.7,55.0,7.37,7.28,4.59,7766
1.21,3,4,5,61.5,58.0,6.82,6.78,4.18,6710
0.52,2,3,5,62.0,55.0,5.19,5.13,3.2,1577
1.5,4,5,1,62.9,58.0,7.21,7.31,4.57,10147
0.3,4,3,6,62.1,56.0,4.29,4.31,2.67,789
0.71,0,0,3,64.6,60.0,5.62,5.59,3.62,2198
1.18,3,5,3,62.9,58.0,6.77,6.7,4.24,3925
2.3,2,6,2,62.3,57.0,8.41,8.34,5.22,12316
0.3,3,3,6,60.5,59.0,4.36,4.33,2.63,1013
1.0,0,2,3,65.1,60.0,6.19,6.1,4.0,3740
0.72,4,3,1,63.3,54.0,5.64,5.73,3.6,3405
0.34,3,4,6,61.1,59.0,4.48,4.52,2.75,775
0.31,2,3,1,61.7,56.0,4.34,4.38,2.69,891
1.5,3,4,2,61.4,58.0,7.41,7.28,4.51,10080
1.05,4,3,3,63.5,57.0,6.39,6.43,4.07,4427
0.45,3,3,7,61.4,61.0,4.95,4.89,3.02,1181
0.31,3,1,5,60.3,58.0,4.42,4.37,2.65,872
0.31,4,3,5,61.0,56.0,4.35,4.37,2.66,544
1.01,3,2,3,62.2,59.0,6.45,6.41,4.0,4497
0.41,2,1,2,62.7,57.0,4.77,4.74,2.98,969
0.53,2,3,4,61.9,56.0,5.21,5.19,3.22,1813
0.4,2,5,5,62.4,53.0,4.75,4.77,2.97,667
0.32,3,3,1,61.0,59.0,4.41,4.38,2.68,952
0.6,3,2,7,61.1,58.0,5.41,5.45,3.32,2560
1.21,2,4,3,62.6,56.0,6.84,6.77,4.26,5624
0.53,2,2,4,61.8,56.0,5.22,5.2,3.22,1908
0.72,1,2,0,63.6,58.0,5.72,5.62,3.6,1166
0.52,1,3,1,59.8,57.0,5.24,5.27,3.14,2093
0.31,2,0,6,62.1,54.0,4.34,4.36,2.7,934
0.83,0,5,5,64.9,58.0,5.9,5.84,3.81,2577
0.36,2,0,2,62.8,57.0,4.54,4.51,2.84,794
0.34,4,2,3,63.3,54.0,4.48,4.46,2.83,574
0.33,4,1,5,62.8,56.0,4.41,4.45,2.78,723
0.72,3,4,2,59.9,58.0,5.85,5.81,3.49,2334
0.53,2,6,4,61.4,55.2,5.2,5.22,3.2,1218
0.43,4,2,4,63.4,57.0,4.8,4.76,3.03,1008
0.41,2,2,5,62.8,57.0,4.76,4.73,2.98,1107
0.38,2,1,3,62.2,56.0,4.64,4.66,2.89,663
1.7,4,5,2,61.8,58.0,7.55,7.66,4.7,9845
0.83,4,2,2,63.1,58.0,5.98,5.94,3.76,3118
0.57,2,0,2,61.0,57.0,5.31,5.34,3.25,1754
0.31,3,5,7,62.1,58.0,4.33,4.3,2.68,698
1.08,2,0,4,61.1,56.0,6.59,6.63,4.04,9545
0.41,2,1,2,61.8,56.0,4.78,4.77,2.95,904
1.55,3,3,2,59.8,59.0,7.47,7.45,4.46,9600
1.67,2,5,4,61.6,59.0,7.64,7.61,4.7,11975
0.55,2,3,2,61.7,58.0,5.27,5.29,3.26,1417
0.23,4,0,6,63.3,57.0,3.9,3.93,2.48,478
0.51,4,2,2,62.0,54.0,5.15,5.18,3.2,1265
0.25,1,1,7,63.1,56.0,4.0,4.05,2.54,576
0.4,2,3,2,60.2,56.0,4.77,4.83,2.89,702
1.5,1,3,4,63.8,59.0,7.16,7.22,4.59,11524
0.5,3,4,2,58.7,59.0,5.15,5.11,3.01,1091
0.91,2,1,3,61.8,56.0,6.19,6.27,3.85,4160
0.28,2,2,1,62.6,53.0,4.18,4.19,2.62,787
2.11,2,6,5,61.2,55.0,8.33,8.3,5.09,14638
2.09,1,6,5,57.2,64.0,8.51,8.46,4.85,11576
0.32,2,0,2,60.8,57.0,4.44,4.41,2.69,756
1.24,2,1,5,62.0,57.0,6.87,6.9,4.27,9240
1.09,2,3,2,62.2,56.0,6.6,6.55,4.09,5022
1.02,2,3,4,62.0,55.0,6.4,6.53,4.01,6968
0.3,2,1,5,61.5,55.0,4.3,4.34,2.66,673
0.9,2,6,2,62.6,54.0,6.16,6.23,3.88,3102
1.11,2,2,6,59.7,58.0,6.7,6.74,4.01,12956
1.01,4,1,5,62.7,60.0,6.31,6.38,3.98,6128
0.32,2,1,7,62.0,54.0,4.41,4.43,2.74,790
1.74,2,4,2,61.9,55.0,7.71,7.74,4.78,12605
2.0,2,5,3,61.7,56.0,8.0,8.13,4.98,15092
0.7,2,4,4,61.6,55.0,5.73,5.76,3.54,2530
0.37,3,1,5,60.6,58.0,4.65,4.62,2.81,971
0.51,4,1,7,61.8,56.0,5.13,5.16,3.18,2320
1.01,4,4,2,58.5,56.0,6.6,6.69,3.89,4619
1.02,3,3,5,62.7,58.0,6.44,6.36,4.01,5506
1.07,2,3,4,61.8,57.0,6.58,6.52,4.05,6917
0.79,3,4,2,63.0,54.0,5.9,5.86,3.69,2420
1.24,4,6,3,62.8,58.0,6.77,6.83,4.27,4789
1.58,4,5,4,61.8,57.0,7.5,7.56,4.64,10112
1.51,3,4,2,60.3,62.0,7.54,7.41,4.51,9762
0.47,3,4,4,60.3,61.0,5.05,5.04,3.04,1244
1.1,3,4,3,62.2,58.0,6.6,6.69,4.13,4537
1.02,2,4,4,62.2,56.0,6.48,6.42,4.01,5569
1.33,2,0,5,62.8,56.0,7.08,7.03,4.43,11409
0.36,3,2,2,61.5,58.0,4.6,4.54,2.81,770
0.55,2,1,2,60.8,56.0,5.31,5.34,3.24,1566
1.54,3,2,5,62.4,59.0,7.43,7.38,4.62,14578
0.85,3,0,3,58.5,60.0,6.23,6.21,3.64,3398
0.4,1,5,5,64.1,57.0,4.65,4.61,2.97,695
0.72,4,1,2,63.3,56.0,5.67,5.71,3.6,3183
0.4,4,2,6,62.3,60.0,4.65,4.69,2.91,1111
1.09,2,2,3,61.2,55.0,6.64,6.67,4.07,5016
2.01,3,5,3,62.6,56.0,8.1,8.0,5.04,13833
0.36,2,3,4,60.6,57.0,4.58,4.62,2.79,761
0.32,3,1,1,60.0,61.0,4.5,4.46,2.69,967
0.32,4,5,3,63.4,56.0,4.37,4.34,2.76,480
1.03,4,0,4,60.5,60.0,6.52,6.57,3.96,8437
0.7,1,2,2,63.8,60.0,5.63,5.6,3.58,2423
1.0,4,1,4,63.0,58.0,6.29,6.38,3.99,7676
0.71,0,5,4,57.1,57.0,5.87,5.9,3.36,2318
1.12,3,1,0,61.0,59.0,6.7,6.74,4.1,3942
1.81,3,1,3,58.2,61.0,8.09,8.02,4.69,13561
2.0,4,6,3,59.8,60.0,8.09,8.13,4.85,11792
0.33,2,4,1,62.1,55.0,4.44,4.41,2.75,1114
0.3,2,1,6,62.3,55.0,4.31,4.32,2.69,862
1.25,2,1,5,62.6,56.0,6.89,6.84,4.3,8400
0.71,2,2,2,60.9,56.0,5.79,5.81,3.53,2335
0.92,0,1,2,65.6,57.0,6.1,6.07,3.99,3407
0.45,1,2,5,56.8,62.0,5.1,5.14,2.91,1066
1.06,3,4,3,62.6,58.0,6.52,6.46,4.06,4031
0.44,2,6,7,62.1,55.0,4.88,4.91,3.04,726
0.32,2,3,4,61.7,55.0,4.41,4.37,2.71,828
1.2,3,2,7,62.2,58.0,6.83,6.78,4.23,11021
0.51,1,6,5,63.1,56.0,5.1,5.13,3.23,984
0.34,2,3,5,61.9,55.0,4.49,4.53,2.79,596
0.7,4,4,2,62.6,57.0,5.64,5.7,3.55,1830
0.44,3,4,5,61.3,58.0,4.91,4.88,3.0,1040
0.84,3,1,3,62.4,58.0,5.99,5.97,3.74,2574
0.51,4,1,2,60.9,57.0,5.17,5.2,3.16,1357
0.31,2,1,2,62.1,56.0,4.35,4.38,2.71,582
0.3,4,3,7,63.5,56.0,4.34,4.29,2.74,878
0.35,2,3,7,62.1,56.0,4.51,4.47,2.79,1024
1.01,1,2,5,63.6,59.0,6.32,6.36,4.03,5988
0.32,2,2,6,61.8,55.0,4.39,4.41,2.72,912
0.72,2,1,5,62.7,55.0,5.76,5.73,3.6,2691
0.7,1,1,2,57.8,62.0,5.79,5.84,3.36,2150
1.01,4,2,7,61.9,56.0,6.42,6.48,3.99,8525
0.7,4,4,1,62.8,56.0,5.62,5.65,3.54,2882
0.41,3,3,5,60.8,59.0,4.78,4.8,2.91,827
0.3,4,1,4,60.2,57.0,4.37,4.3,2.61,653
1.24,3,4,3,62.1,58.0,6.92,6.88,4.28,4854
0.51,3,0,5,62.0,59.0,5.12,5.08,3.16,1807
0.7,2,3,5,62.9,56.0,5.7,5.65,3.57,2375
0.34,3,3,5,61.1,60.0,4.53,4.51,2.76,765
1.01,3,4,5,61.3,59.0,6.45,6.41,3.94,5260
0.7,1,2,2,64.3,62.0,5.55,5.49,3.55,1878
0.42,3,0,2,61.1,60.0,4.79,4.83,2.94,810
0.58,2,3,1,61.3,56.0,5.36,5.39,3.29,2528
0.52,2,3,7,62.1,56.0,5.17,5.14,3.2,2012
0.39,4,6,6,57.8,59.0,4.85,4.9,2.82,767
1.03,2,1,3,62.0,55.0,6.46,6.44,4.0,4095
0.96,1,2,5,63.7,54.0,6.24,6.19,3.96,3871
1.0,3,4,2,62.2,60.0,6.45,6.34,3.98,4469
0.44,3,3,2,61.6,61.0,4.88,4.83,2.99,990
1.28,4,0,3,61.2,58.0,6.96,7.09,4.3,6811
0.4,2,5,4,61.2,56.0,4.76,4.82,2.93,736
1.0,4,0,3,58.3,61.0,6.54,6.59,3.83,4543
0.26,1,4,7,63.4,55.0,4.05,4.06,2.57,440
1.02,3,2,2,62.9,55.0,6.47,6.41,4.05,5484
0.32,1,5,2,63.9,55.0,4.36,4.34,2.78,554
1.57,3,6,3,59.6,56.0,7.59,7.5,4.5,6031
0.5,4,2,0,63.3,59.0,5.03,4.99,3.17,1188
0.54,3,0,2,58.3,61.0,5.38,5.32,3.12,1770
0.4,4,1,6,62.8,57.0,4.65,4.71,2.94,1333
0.34,3,2,5,59.2,60.0,4.56,4.6,2.71,686
1.0,4,3,5,60.6,60.0,6.4,6.5,3.91,5623
0.4,2,0,7,61.9,56.0,4.74,4.76,2.94,1263
1.4,3,5,7,62.0,58.0,7.22,7.16,4.46,8467
0.73,2,3,5,61.7,56.0,5.79,5.81,3.58,3154
0.52,2,3,4,62.4,55.1,5.11,5.15,3.2,1758
2.22,2,3,3,62.5,54.0,8.28,8.35,5.2,17123
0.31,2,0,6,62.3,54.0,4.36,4.4,2.73,949
0.52,2,5,2,61.8,55.0,5.16,5.19,3.2,1074
0.71,2,5,2,61.5,55.0,5.76,5.79,3.55,2721
0.54,2,5,3,60.9,57.0,5.26,5.31,3.22,935
0.52,2,0,2,63.0,57.0,5.14,5.12,3.23,1605
1.26,2,3,6,62.1,57.0,6.91,7.01,4.32,10720
1.47,3,5,3,61.6,59.0,7.29,7.32,4.5,6403
0.42,3,3,4,60.6,58.0,4.95,4.82,2.96,984
0.34,2,4,7,62.2,55.0,4.48,4.49,2.79,686
0.6,3,0,2,61.5,52.0,5.5,5.43,3.36,1814
0.3,2,1,5,62.1,53.6,4.3,4.35,2.69,652
1.41,2,4,3,62.0,56.0,7.17,7.24,4.47,8030
1.01,2,3,5,61.8,57.0,6.43,6.41,3.97,6504
1.33,1,5,4,63.7,56.0,6.92,6.96,4.42,6963
1.03,4,0,4,59.6,61.0,6.57,6.62,3.93,6848
1.62,2,5,6,61.5,58.0,7.54,7.56,4.64,12186
0.35,3,4,6,61.2,60.0,4.51,4.54,2.77,798
0.4,4,3,4,62.8,56.0,4.67,4.7,2.94,877
1.01,2,2,2,62.7,55.0,6.45,6.4,4.03,5416
0.3,4,3,1,62.8,57.0,4.28,4.32,2.7,895
0.7,2,2,5,60.8,59.0,5.69,5.79,3.49,2850
1.2,4,2,3,63.3,59.0,6.7,6.66,4.23,4274
0.8,1,3,0,63.7,55.0,5.91,5.81,3.73,1350
0.7,4,1,3,61.5,60.0,5.65,5.7,3.49,2263
1.79,1,3,3,57.8,59.0,8.07,7.94,4.63,9122
0.91,2,2,3,61.8,56.0,6.19,6.17,3.82,2718
0.44,3,3,6,60.9,59.0,4.9,4.96,3.0,1235
1.0,3,0,2,61.3,54.0,6.39,6.37,3.91,5488
1.27,1,5,5,63.3,63.0,6.82,6.87,4.33,5923
0.36,2,1,2,60.9,57.0,4.58,4.62,2.8,597
1.1,1,3,3,60.5,61.0,6.69,6.74,4.06,4457
0.55,2,3,3,62.1,57.0,5.3,5.23,3.27,1240
0.75,2,1,4,62.5,57.0,5.8,5.85,3.64,3555
1.21,3,3,4,62.7,58.0,6.85,6.76,4.27,8774
0.33,2,4,5,60.7,57.0,4.46,4.5,2.72,521
0.59,3,4,2,61.9,59.0,5.43,5.34,3.33,1265
0.56,4,1,1,61.0,59.0,5.28,5.34,3.24,2833
0.51,3,1,5,60.5,56.0,5.24,5.18,3.15,1781
0.33,2,0,2,61.3,56.0,4.46,4.44,2.73,780
1.53,2,1,2,61.0,55.0,7.44,7.49,4.55,11470
1.23,2,3,4,62.0,57.0,6.83,6.87,4.25,9863
0.43,3,0,7,59.5,59.0,4.97,4.95,2.95,1238
0.71,2,6,3,61.3,56.0,5.73,5.78,3.53,1901
0.41,3,2,7,60.1,58.0,4.79,4.83,2.89,1115
0.51,2,3,7,61.6,56.0,5.12,5.14,3.16,1750
0.55,3,1,5,61.5,56.0,5.28,5.25,3.24,1881
0.4,4,1,7,62.1,59.0,4.67,4.7,2.91,1189
1.2,1,3,5,57.8,59.0,7.06,7.0,4.06,8032
0.51,3,0,2,59.9,61.0,5.18,5.14,3.09,1574
2.06,2,3,3,62.3,56.0,8.16,8.09,5.06,18293
0.33,1,1,2,63.8,55.0,4.36,4.38,2.79,579
0.31,3,4,5,59.7,61.0,4.42,4.39,2.63,628
0.38,2,1,3,62.1,54.1,4.64,4.69,2.9,628
0.71,3,4,5,61.3,58.0,5.76,5.82,3.55,2169
2.1,2,2,3,61.0,60.0,8.22,8.2,5.01,18124
1.38,3,3,4,62.4,58.0,7.14,7.09,4.44,10850
1.3,3,3,5,62.2,58.0,6.92,6.98,4.32,8854
1.06,2,3,5,62.8,55.0,6.49,6.51,4.08,7160
0.78,4,1,4,60.9,57.0,5.94,5.88,3.59,3420
1.08,2,3,5,61.8,55.0,6.57,6.63,4.08,6931
1.01,4,4,4,64.0,54.0,6.3,6.38,4.06,5305
0.9,4,2,2,63.2,61.0,6.13,6.09,3.86,3881
0.73,4,3,2,60.8,56.0,5.82,5.85,3.55,2434
1.31,4,6,2,62.5,55.0,6.97,7.05,4.38,5382
0.35,4,5,5,62.9,57.0,4.5,4.53,2.84,491
0.32,2,0,5,59.8,57.0,4.51,4.46,2.68,907
0.46,4,2,6,62.3,56.0,4.94,4.98,3.09,1838
0.31,2,4,5,62.0,57.0,4.38,4.33,2.7,628
1.01,2,2,2,60.9,55.0,6.5,6.48,3.95,5345
0.37,3,1,5,61.0,59.0,4.65,4.6,2.82,888
1.07,4,3,2,63.1,59.0,6.49,6.45,4.08,4949
2.12,3,4,3,59.1,59.0,8.47,8.43,4.99,16992
1.0,4,2,3,62.4,56.0,6.31,6.35,3.95,3906
0.38,2,4,7,62.1,53.9,4.64,4.69,2.9,832
1.06,3,1,2,60.8,58.0,6.59,6.54,3.99,5485
0.33,2,1,5,62.6,57.0,4.37,4.42,2.75,723
0.51,4,3,5,63.4,55.0,5.06,5.03,3.2,1443
0.57,2,5,6,61.7,56.0,5.35,5.31,3.29,1728
0.91,3,2,2,61.7,59.0,6.21,6.17,3.82,4036
0.33,3,3,5,59.4,61.0,4.53,4.49,2.68,743
1.01,3,0,4,61.8,54.0,6.44,6.38,3.96,8201
2.43,4,4,3,63.2,57.0,8.56,8.5,5.39,16170
0.39,1,0,7,58.1,60.0,4.82,4.85,2.81,1056
0.71,3,3,3,62.3,55.0,5.72,5.68,3.55,1977
0.7,3,0,3,59.5,60.0,5.78,5.73,3.43,2423
0.29,4,2,7,63.1,57.0,4.22,4.3,2.69,664
0.52,2,1,5,62.0,55.0,5.19,5.14,3.2,1815
0.77,2,0,3,60.6,56.0,5.95,5.9,3.59,2922
0.31,2,3,6,62.5,54.0,4.34,4.37,2.72,789
1.2,2,3,2,61.2,56.0,6.87,6.88,4.21,7920
1.0,4,1,0,63.0,57.0,6.32,6.35,3.99,3300
0.41,2,1,4,61.2,56.0,4.82,4.89,2.97,1144
0.54,2,3,5,62.0,54.0,5.22,5.27,3.25,1580
0.53,2,0,6,62.0,57.0,5.16,5.2,3.21,2732
0.5,1,0,4,64.3,54.0,5.02,5.06,3.24,1795
1.01,3,5,5,62.5,58.0,6.44,6.39,4.01,4676
0.36,3,0,2,61.5,59.0,4.52,4.55,2.79,663
2.01,2,5,5,60.7,57.0,8.21,8.17,4.97,17197
0.51,2,1,5,62.0,56.0,5.15,5.11,3.18,1781
1.77,3,6,5,59.6,58.0,7.94,7.86,4.71,9428
1.5,2,2,5,62.4,55.0,7.31,7.25,4.54,14199
1.37,3,1,4,59.4,60.0,7.27,7.2,4.3,12713
0.94,3,1,2,62.0,58.0,6.27,6.24,3.88,4580
0.3,1,0,3,63.2,57.0,4.21,4.24,2.67,447
0.57,1,2,3,61.9,57.7,5.32,5.34,3.3,1280
0.3,2,0,4,62.2,56.0,4.27,4.31,2.67,651
0.93,2,2,3,61.9,57.0,6.21,6.25,3.86,3941
0.5,1,3,3,63.8,57.0,5.02,4.98,3.19,1107
1.5,2,6,2,59.4,62.0,7.38,7.35,4.38,6745
2.01,1,2,3,58.1,64.0,8.23,8.19,4.77,16231
1.0,1,2,3,59.4,64.0,6.36,6.29,3.76,3858
0.7,3,1,2,60.0,59.0,5.79,5.75,3.46,2777
1.01,2,3,4,61.2,57.0,6.42,6.47,3.95,7290
0.7,3,1,3,62.1,57.0,5.68,5.6,3.5,2376
1.68,2,0,3,62.7,55.0,7.45,7.58,4.71,11147
0.87,0,5,5,57.3,59.0,6.29,6.44,3.65,3166
0.72,2,0,2,61.6,55.0,5.75,5.8,3.56,2731
0.24,4,2,2,61.6,57.0,4.02,4.05,2.48,370
0.95,0,0,3,64.4,60.0,6.06,6.02,3.89,3384
1.0,1,6,5,64.3,59.0,6.27,6.21,4.01,3580
0.7,2,2,3,62.0,55.0,5.69,5.73,3.54,2259
0.39,2,3,2,60.7,57.0,4.69,4.8,2.88,665
1.24,3,4,5,61.2,59.0,6.89,6.93,4.23,6850
1.23,4,4,5,60.6,59.0,6.89,6.94,4.19,6459
0.53,2,4,5,62.5,56.0,5.19,5.15,3.23,1412
1.21,2,5,3,60.6,56.0,6.94,6.92,4.2,5184
0.71,2,2,4,62.1,57.0,5.73,5.76,3.57,3066
1.14,2,4,3,62.6,57.0,6.71,6.65,4.18,4150
0.33,4,4,7,61.9,55.0,4.44,4.46,2.75,614
0.42,2,3,6,61.1,56.0,4.84,4.82,2.95,1235
0.3,3,0,2,61.7,60.0,4.28,4.25,2.63,709
0.34,3,3,5,60.3,59.0,4.53,4.49,2.72,765
0.41,2,2,5,62.7,56.0,4.78,4.72,2.98,1107
1.2,4,6,2,61.3,59.0,6.83,6.9,4.21,4891
0.76,3,2,3,61.8,58.0,5.88,5.83,3.62,2491
0.5,4,0,5,63.7,56.0,4.95,5.03,3.18,1553
0.3,4,1,5,62.6,62.0,4.21,4.25,2.65,614
1.05,3,1,3,60.3,61.0,6.62,6.57,3.98,5400
0.42,3,4,2,62.1,59.0,4.81,4.78,2.98,898
0.43,3,3,6,62.2,58.0,4.83,4.78,2.99,1264
0.92,4,0,7,62.8,58.0,6.11,6.22,3.87,7150
0.31,2,2,5,60.8,57.0,4.41,4.38,2.67,749
0.33,2,3,6,61.0,56.0,4.49,4.52,2.75,971
0.51,3,0,5,60.9,58.0,5.18,5.14,3.14,1716
1.7,3,5,3,61.7,56.0,7.66,7.57,4.7,7140
1.0,2,2,7,61.3,56.0,6.44,6.41,3.94,5914
1.1,4,2,3,59.1,57.0,6.72,6.82,4.0,4715
0.42,2,3,4,61.2,54.0,4.86,4.82,2.96,984
1.03,2,6,2,62.3,56.0,6.51,6.45,4.04,3893
0.73,2,3,6,61.3,56.0,5.79,5.82,3.56,3667
1.11,4,1,3,60.0,61.0,6.66,6.71,4.01,4170
0.9,3,2,3,62.6,62.0,6.06,6.01,3.78,3210
1.52,3,5,2,58.8,61.0,7.5,7.46,4.4,6639
0.82,2,5,4,61.6,56.0,6.05,6.01,3.72,3071
1.5,1,1,0,62.4,64.0,7.22,7.26,4.52,4989
0.74,3,4,5,60.2,58.0,5.92,5.88,3.55,2553
1.14,2,3,4,61.7,56.0,6.67,6.71,4.13,9090
0.75,2,6,5,61.2,56.0,5.86,5.9,3.6,2104
0.7,4,1,2,62.3,58.0,5.6,5.67,3.51,2476
0.31,4,4,2,62.9,56.0,4.27,4.31,2.7,435
0.38,2,3,2,61.6,56.0,4.68,4.63,2.86,969
1.02,3,4,4,62.1,57.0,6.46,6.42,4.0,4827
0.47,0,1,5,56.3,64.0,5.19,5.14,2.91,1075
0.7,4,3,4,59.2,58.0,5.8,5.83,3.44,2676
0.81,4,2,4,62.7,56.0,5.92,5.98,3.73,3689
1.07,4,0,1,59.0,59.0,6.63,6.72,3.94,17909
0.53,2,0,5,61.5,56.0,5.17,5.23,3.2,1857
1.1,4,0,3,61.1,58.0,6.61,6.69,4.06,5320
1.01,1,1,4,63.6,57.0,6.41,6.35,4.06,7665
0.3,3,3,7,62.6,58.0,4.29,4.27,2.68,878
1.14,3,4,2,62.1,59.0,6.73,6.61,4.14,4463
0.32,4,4,5,62.4,58.0,4.33,4.36,2.71,505
0.79,2,1,2,62.3,55.0,5.9,5.94,3.69,2946
0.42,3,2,2,61.8,58.0,4.81,4.84,2.98,773
0.42,1,2,6,61.2,64.0,4.75,4.8,2.92,1164
0.3,3,4,2,60.1,55.0,4.41,4.38,2.64,554
2.3,2,3,3,61.6,57.0,8.47,8.41,5.2,15433
0.74,3,2,2,61.4,59.0,5.81,5.82,3.57,2648
0.36,3,3,3,62.4,58.0,4.58,4.56,2.85,608
2.07,2,3,3,62.2,54.0,8.16,8.21,5.09,17614
0.71,2,0,5,60.4,53.0,5.81,5.85,3.52,3020
0.3,0,1,4,64.5,56.0,4.26,4.2,2.73,799
