id,carat,cut,color,clarity,depth,table,x,y,z,price
38357,1.02,Fair,F,SI1,64.8,59.0,6.33,6.23,4.07,5255
38358,0.3,Ideal,F,VS2,60.3,57.0,4.34,4.39,2.63,568
38359,0.34,Premium,D,VVS2,60.1,58.0,4.55,4.53,2.73,1052
38360,0.4,Premium,F,VS1,62.6,58.0,4.72,4.68,2.94,1050
38361,0.9,Good,G,SI1,63.7,58.0,6.09,6.12,3.89,3734
38362,2.05,Ideal,E,SI1,62.4,57.0,8.17,8.09,5.08,18193
38363,2.06,Ideal,I,SI2,62.3,57.0,8.2,8.12,5.09,14428
38364,1.0,Premium,F,SI2,59.2,61.0,6.59,6.51,3.87,3562
38365,0.71,Very Good,G,VS1,59.3,55.0,5.88,5.95,3.51,2994
38366,1.07,Premium,H,VS2,62.1,59.0,6.52,6.56,4.06,5327
38367,0.32,Ideal,F,VVS1,62.3,55.0,4.37,4.4,2.73,854
38368,1.0,Premium,G,VS2,62.3,58.0,6.35,6.29,3.94,5242
38369,0.51,Ideal,D,VS2,61.2,55.0,5.17,5.13,3.15,1882
38370,0.26,Very Good,D,VS1,63.3,57.0,4.03,4.06,2.56,420
38371,0.35,Very Good,G,VVS1,59.3,61.0,4.58,4.62,2.73,921
38372,1.02,Good,H,SI2,63.7,58.0,6.28,6.24,3.99,3884
38373,0.4,Very Good,G,SI1,63.3,58.0,4.69,4.66,2.96,840
38374,0.3,Very Good,E,VS2,62.9,58.0,4.27,4.31,2.7,544
38375,1.21,Ideal,I,VVS2,62.2,55.0,6.79,6.83,4.23,7134
38376,0.71,Ideal,H,SI2,62.6,56.0,5.75,5.69,3.58,1800
38377,1.52,Very Good,H,SI1,62.5,58.0,7.28,7.34,4.57,10145
38378,1.7,Premium,J,VS2,61.0,59.0,7.66,7.62,4.66,9901
38379,2.05,Premium,I,SI1,61.2,57.0,8.24,8.21,5.03,15837
38380,1.31,Ideal,H,VS1,62.5,56.0,7.03,6.95,4.37,8774
38381,1.03,Premium,H,VS2,61.8,58.0,6.48,6.43,3.99,5722
38382,0.41,Ideal,F,VVS1,60.7,56.0,4.81,4.85,2.93,1295
38383,0.7,Very Good,F,VS2,63.3,56.0,5.62,5.66,3.57,2593
38384,1.01,Premium,H,SI2,59.4,59.0,6.53,6.56,3.89,3999
38385,0.53,Ideal,G,VVS1,61.3,56.0,5.22,5.26,3.21,2015
38386,1.24,Very Good,F,VS2,59.6,59.0,7.0,7.07,4.19,8929
38387,0.4,Premium,D,SI2,60.4,59.0,4.83,4.8,2.91,855
38388,1.21,Ideal,D,VS1,61.0,57.0,6.88,6.85,4.19,10335
38389,0.9,Very Good,J,SI1,63.4,54.0,6.17,6.14,3.9,2834
38390,0.53,Premium,F,VS2,60.6,58.0,5.26,5.2,3.17,2290
38391,0.25,Very Good,G,VVS1,63.0,54.0,4.02,4.04,2.54,525
38392,2.03,Premium,G,I1,61.1,58.0,8.11,8.06,4.94,6377
38393,0.54,Ideal,I,VS1,61.2,58.0,5.24,5.29,3.22,1304
38394,0.33,Ideal,F,VS2,62.0,54.2,4.42,4.45,2.75,660
38395,0.32,Very Good,D,SI1,60.0,56.0,4.5,4.53,2.71,644
38396,0.4,Premium,F,VS1,61.5,59.0,4.76,4.71,2.91,1050
38397,0.33,Ideal,G,VS2,62.2,56.0,4.44,4.47,2.77,579
38398,0.41,Ideal,J,VS1,62.2,55.0,4.79,4.76,2.97,775
38399,0.5,Ideal,J,VS1,63.0,56.0,5.08,5.05,3.19,984
38400,1.04,Very Good,I,SI2,61.6,58.0,6.47,6.58,4.02,3449
38401,0.47,Ideal,I,VS2,62.1,54.0,4.98,5.0,3.1,884
38402,0.53,Ideal,F,VVS2,62.1,56.0,5.22,5.15,3.22,2290
38403,0.32,Premium,I,VVS2,62.1,59.0,4.38,4.35,2.71,720
38404,0.26,Good,F,VS1,62.5,56.0,4.06,4.1,2.55,373
38405,1.27,Ideal,J,SI2,62.6,57.0,6.85,6.88,4.3,4693
38406,0.31,Ideal,I,VS1,61.3,54.0,4.39,4.46,2.7,502
38407,0.61,Ideal,H,VVS1,60.3,56.0,5.52,5.55,3.34,2237
38408,2.04,Ideal,F,SI2,62.3,57.0,8.05,8.13,5.04,16261
38409,0.65,Ideal,G,IF,60.1,57.0,5.61,5.65,3.38,3536
38410,0.34,Ideal,E,SI2,62.0,56.0,4.48,4.45,2.77,612
38411,0.32,Ideal,G,VVS2,61.3,56.0,4.43,4.44,2.72,730
38412,1.73,Good,E,SI1,64.2,58.0,7.54,7.5,4.83,14479
38413,0.5,Ideal,E,SI1,61.8,56.0,5.11,5.07,3.14,1617
38414,1.54,Premium,G,SI1,61.3,59.0,7.41,7.38,4.53,10219
38415,0.34,Premium,H,VS1,62.1,58.0,4.46,4.49,2.78,596
38416,0.7,Premium,E,SI1,60.0,62.0,5.79,5.75,3.46,2444
38417,0.35,Ideal,D,VS1,60.8,57.0,4.61,4.57,2.79,952
38418,1.14,Premium,G,SI1,60.0,55.0,6.85,6.79,4.09,5801
38419,0.31,Ideal,G,VVS1,60.7,57.0,4.37,4.4,2.66,816
38420,1.08,Premium,F,VS2,62.8,59.0,6.55,6.47,4.09,7079
38421,0.24,Good,F,VVS2,65.0,58.0,3.89,3.93,2.54,492
38422,0.5,Premium,D,VS2,61.9,58.0,5.04,5.1,3.14,1752
38423,0.71,Ideal,D,VS1,62.2,55.0,5.74,5.71,3.56,3136
38424,0.3,Ideal,H,VVS1,62.4,53.0,4.28,4.31,2.68,684
38425,0.56,Premium,E,VS2,61.8,59.0,5.27,5.34,3.28,1819
38426,0.23,Very Good,D,VS1,62.4,56.0,3.93,3.98,2.46,468
38427,1.51,Good,E,SI1,63.6,56.0,7.34,7.23,4.63,12490
38428,1.01,Premium,D,VVS2,62.2,59.0,6.36,6.3,3.94,8065
38429,0.33,Ideal,F,VVS1,61.7,57.0,4.47,4.44,2.75,1021
38430,1.02,Very Good,H,SI1,63.5,55.0,6.31,6.35,4.02,4487
38431,0.71,Ideal,G,VVS1,61.1,57.0,5.76,5.8,3.53,3955
38432,0.4,Ideal,I,SI2,61.3,56.0,4.76,4.79,2.93,612
38433,0.31,Very Good,E,SI1,63.3,55.0,4.36,4.33,2.75,698
38434,0.73,Premium,F,VS2,60.3,59.0,5.9,5.87,3.55,2841
38435,0.38,Premium,H,VS2,60.5,59.0,4.66,4.69,2.83,700
38436,0.25,Very Good,F,IF,63.3,59.0,3.99,4.04,2.54,526
38437,1.69,Ideal,I,VS2,61.7,56.0,7.65,7.71,4.74,11086
38438,0.5,Very Good,D,SI1,58.9,61.0,5.16,5.19,3.05,1436
38439,0.9,Very Good,D,VVS2,62.6,59.0,6.11,6.15,3.84,6872
38440,0.41,Ideal,G,IF,61.0,57.0,4.81,4.79,2.93,1431
38441,0.24,Very Good,E,VVS2,63.6,54.0,3.96,4.0,2.53,485
38442,0.71,Ideal,I,VS1,61.5,60.0,5.7,5.74,3.52,2432
38443,0.54,Ideal,H,VVS1,60.3,56.0,5.28,5.33,3.2,1846
38444,1.01,Good,F,SI1,64.2,58.0,6.33,6.31,4.06,4276
38445,1.56,Ideal,H,SI2,62.3,55.0,7.39,7.35,4.59,6716
38446,1.4,Ideal,J,VS2,62.2,57.0,7.17,7.08,4.43,6633
38447,0.3,Good,G,VS2,58.5,64.0,4.42,4.37,2.57,648
38448,1.05,Ideal,G,VVS1,60.1,57.0,6.58,6.63,3.97,8623
38449,0.51,Very Good,E,VVS1,59.7,59.0,5.19,5.2,3.1,2369
38450,0.81,Good,E,I1,64.1,59.0,5.89,5.85,3.76,2608
38451,0.52,Ideal,D,SI1,61.8,57.0,5.14,5.19,3.19,1600
38452,1.08,Premium,D,I1,61.9,60.0,6.55,6.48,4.03,2869
38453,1.5,Very Good,I,VS2,63.3,55.0,7.3,7.26,4.61,9533
38454,0.62,Ideal,G,SI2,60.6,57.0,5.53,5.56,3.36,1395
38455,0.74,Ideal,G,SI1,61.9,55.0,5.8,5.83,3.6,3130
38456,0.72,Ideal,E,VVS1,61.6,56.0,5.75,5.77,3.55,4702
38457,0.58,Ideal,F,VS1,61.9,54.0,5.33,5.37,3.31,1772
38458,0.56,Ideal,F,VVS2,62.2,54.3,5.26,5.29,3.28,2260
38459,1.01,Premium,F,VS2,61.6,59.0,6.39,6.43,3.95,6587
38460,0.31,Very Good,E,SI1,63.2,59.0,4.31,4.24,2.7,698
38461,1.01,Good,F,VS2,63.6,59.0,6.36,6.32,4.03,6097
38462,0.31,Ideal,E,VS1,61.9,56.0,4.34,4.32,2.68,942
38463,0.3,Premium,E,VS2,59.2,59.0,4.37,4.41,2.6,658
38464,0.3,Premium,E,SI1,61.3,60.0,4.24,4.28,2.61,526
38465,0.58,Very Good,E,VS2,60.9,58.0,5.4,5.39,3.29,1899
38466,0.73,Good,J,VS2,60.8,63.0,5.67,5.78,3.48,2098
38467,0.27,Ideal,H,VS1,62.2,55.0,4.15,4.18,2.59,500
38468,0.51,Premium,E,VS1,62.3,56.0,5.14,5.13,3.2,1837
38469,0.56,Very Good,E,SI2,63.5,57.0,5.24,5.21,3.32,1259
38470,1.01,Premium,F,VS1,62.6,58.0,6.37,6.48,4.02,6066
38471,0.9,Premium,E,SI2,59.5,61.0,6.3,6.24,3.73,3084
38472,0.32,Ideal,D,VS2,61.9,55.0,4.43,4.39,2.73,972
38473,0.64,Ideal,H,VVS1,62.2,58.0,5.49,5.51,3.42,2308
38474,0.74,Good,J,SI1,59.9,64.0,5.82,5.86,3.5,2058
38475,0.9,Very Good,F,VS2,61.9,57.0,6.17,6.23,3.84,4678
38476,0.65,Very Good,I,IF,61.0,55.0,5.65,5.73,3.47,2332
38477,0.9,Premium,D,SI1,59.4,61.0,6.32,6.3,3.75,4735
38478,1.13,Premium,J,SI2,62.4,59.0,6.68,6.62,4.15,3987
38479,1.5,Ideal,D,VS2,62.6,56.0,7.21,7.27,4.53,15848
38480,0.25,Ideal,G,VS1,62.5,55.0,4.0,4.02,2.51,454
38481,0.39,Ideal,F,VVS2,61.6,55.0,4.71,4.74,2.91,988
38482,1.02,Ideal,E,SI2,61.6,56.0,6.48,6.55,3.99,4465
38483,2.3,Ideal,I,SI1,62.2,60.0,8.43,8.39,5.23,17193
38484,0.46,Good,D,IF,58.6,59.0,5.06,5.11,2.98,2139
38485,1.04,Premium,J,SI1,60.2,56.0,6.61,6.54,3.96,4036
38486,1.03,Very Good,F,SI1,60.6,63.0,6.47,6.5,3.93,5241
38487,1.02,Premium,E,VVS1,61.5,59.0,6.46,6.41,3.96,11163
38488,0.41,Very Good,E,SI2,61.3,57.0,4.79,4.83,2.95,683
38489,1.09,Premium,E,SI2,61.4,58.0,6.67,6.63,4.08,5127
38490,0.73,Premium,F,VS1,60.7,61.0,5.79,5.75,3.5,3211
38491,0.58,Very Good,F,VS1,61.5,60.0,5.32,5.38,3.29,2001
38492,1.7,Ideal,H,SI2,61.9,59.0,7.59,7.67,4.72,9864
38493,0.54,Ideal,G,SI2,61.8,54.0,5.24,5.28,3.25,1133
38494,0.54,Ideal,F,VVS2,61.9,56.0,5.2,5.23,3.23,2168
38495,0.7,Ideal,F,SI1,62.0,55.0,5.72,5.7,3.54,2415
38496,0.93,Very Good,G,SI2,62.7,57.0,6.21,6.26,3.91,3738
38497,1.82,Very Good,G,SI1,62.7,58.0,7.68,7.75,4.84,15025
38498,1.1,Very Good,G,VVS2,60.5,55.7,6.7,6.76,4.07,9050
38499,0.74,Ideal,I,VS1,62.0,56.0,5.79,5.82,3.6,2947
38500,1.04,Very Good,E,SI1,59.6,59.0,6.56,6.59,3.92,5662
38501,0.5,Premium,F,VS2,61.1,60.0,5.12,5.1,3.12,1654
38502,0.41,Very Good,E,VS1,59.8,61.0,4.79,4.85,2.88,1079
38503,1.04,Ideal,F,SI1,60.9,56.0,6.61,6.56,4.01,5795
38504,1.01,Very Good,F,SI2,61.8,56.0,6.43,6.38,3.96,4298
38505,0.71,Very Good,H,VS2,59.2,63.0,5.85,5.81,3.45,2450
38506,1.03,Ideal,F,IF,61.3,56.0,6.53,6.55,4.01,11365
38507,0.4,Ideal,E,VS1,61.3,56.0,4.76,4.8,2.93,1252
38508,0.24,Ideal,F,VVS2,62.0,57.0,3.99,4.02,2.48,678
38509,1.5,Premium,F,SI1,61.9,60.0,7.26,7.21,4.48,10940
38510,0.61,Good,G,I1,61.2,57.2,5.44,5.49,3.34,931
38511,1.52,Premium,G,I1,62.3,60.0,7.34,7.28,4.56,4345
38512,1.01,Premium,E,VS1,62.0,59.0,6.38,6.42,3.97,7821
38513,1.0,Premium,G,VS2,62.0,57.0,6.43,6.37,3.97,6048
38514,1.07,Premium,E,SI2,60.5,59.0,6.67,6.59,4.01,4362
38515,0.37,Ideal,E,VS2,62.5,56.0,4.61,4.58,2.87,1041
38516,1.01,Good,G,SI1,63.3,59.0,6.24,6.31,3.97,4781
38517,0.31,Ideal,H,VVS1,61.3,56.0,4.36,4.39,2.68,671
38518,2.01,Premium,H,SI2,61.5,59.0,8.12,8.08,4.98,11635
38519,1.01,Very Good,D,SI2,61.4,60.0,6.33,6.38,3.9,4564
38520,0.76,Ideal,H,VVS1,62.1,56.0,5.81,5.89,3.63,3363
38521,0.71,Premium,F,VS1,59.1,59.0,5.88,5.83,3.46,2920
38522,0.91,Very Good,E,SI1,63.7,59.0,6.13,6.17,3.92,4188
38523,1.5,Very Good,G,I1,60.3,61.0,7.34,7.39,4.44,5808
38524,1.01,Very Good,D,SI2,63.1,54.0,6.43,6.37,4.04,4338
38525,0.57,Ideal,F,VS1,62.3,57.0,5.29,5.32,3.3,1961
38526,0.33,Ideal,G,VVS1,61.8,55.0,4.45,4.42,2.74,1114
38527,0.7,Very Good,E,VS2,62.7,58.0,5.65,5.67,3.55,2843
38528,0.73,Ideal,F,SI1,61.6,55.0,5.77,5.81,3.56,2951
38529,0.9,Ideal,D,SI1,61.8,57.0,6.22,6.17,3.83,4919
38530,0.42,Premium,D,SI1,61.9,59.0,4.81,4.76,2.96,1040
38531,0.34,Good,F,IF,59.0,61.0,4.59,4.63,2.72,917
38532,1.01,Premium,D,SI1,60.0,59.0,6.51,6.45,3.89,5780
38533,0.36,Ideal,G,VVS2,62.3,56.0,4.55,4.57,2.84,776
38534,0.74,Ideal,I,VS2,61.9,55.0,5.8,5.83,3.6,2997
38535,0.53,Very Good,F,VS2,60.6,55.0,5.23,5.26,3.18,1631
38536,0.41,Ideal,G,VVS2,60.4,56.0,4.8,4.83,2.91,1007
38537,1.06,Ideal,I,SI1,61.2,56.0,6.64,6.6,4.05,4630
38538,1.52,Ideal,H,VS1,60.1,60.0,7.54,7.51,4.52,11946
38539,0.71,Ideal,E,SI1,61.8,57.0,5.72,5.76,3.55,2717
38540,2.03,Ideal,I,SI2,60.0,57.0,8.32,8.2,4.96,13182
38541,0.55,Good,I,VVS2,61.0,61.0,5.32,5.36,3.26,1384
38542,1.5,Very Good,G,SI1,62.1,58.0,7.26,7.3,4.52,10019
38543,0.51,Good,D,SI2,63.8,56.0,5.07,5.09,3.24,1180
38544,0.75,Premium,J,VS1,61.6,57.0,5.88,5.84,3.61,1998
38545,0.31,Very Good,G,VS1,60.5,57.0,4.39,4.42,2.67,640
38546,1.12,Very Good,F,SI1,62.9,57.0,6.6,6.62,4.16,6262
38547,0.3,Ideal,E,VS2,61.5,55.0,4.32,4.4,2.68,658
38548,0.33,Very Good,H,VVS2,61.9,56.0,4.44,4.47,2.76,614
38549,1.01,Good,E,SI2,63.9,58.0,6.37,6.31,4.05,3611
38550,0.54,Premium,D,SI1,62.3,60.0,5.22,5.18,3.24,1715
38551,0.37,Ideal,G,VS1,61.0,55.0,4.66,4.68,2.85,810
38552,2.01,Premium,I,VS2,61.7,60.0,8.09,8.02,4.97,16700
38553,0.32,Ideal,G,IF,61.3,54.0,4.41,4.47,2.72,918
38554,1.22,Very Good,G,IF,62.0,59.0,6.8,6.85,4.23,8793
38555,0.91,Premium,H,SI2,62.7,58.0,6.17,6.14,3.86,3363
38556,2.48,Ideal,I,SI2,62.3,57.0,8.64,8.58,5.36,12883
38557,0.7,Very Good,I,VVS2,60.1,63.0,5.81,5.74,3.47,2415
38558,0.78,Ideal,G,VS2,62.0,57.0,5.9,5.86,3.65,3590
38559,1.01,Premium,F,VS2,62.7,58.0,6.4,6.39,4.01,6097
38560,0.9,Good,G,VS2,60.4,61.0,6.23,6.32,3.79,4547
38561,0.61,Ideal,J,VS1,61.1,56.0,5.44,5.49,3.33,1569
38562,1.51,Premium,G,SI1,60.5,59.0,7.49,7.41,4.51,11230
38563,0.33,Ideal,H,VVS1,61.4,53.0,4.5,4.55,2.78,687
38564,1.01,Premium,H,SI1,62.5,59.0,6.44,6.33,3.99,4642
38565,0.4,Good,D,SI1,63.6,57.0,4.67,4.7,2.98,720
38566,0.56,Ideal,E,SI1,61.6,55.0,5.31,5.33,3.28,1649
38567,0.3,Ideal,D,VS2,60.9,57.0,4.34,4.36,2.65,857
38568,0.38,Very Good,D,SI2,61.1,58.0,4.62,4.68,2.84,633
38569,1.5,Good,H,VS1,64.3,57.0,7.12,7.0,4.54,8736
38570,0.73,Premium,E,SI2,61.8,58.0,5.76,5.71,3.54,2278
38571,1.17,Ideal,F,VS2,61.8,55.0,6.74,6.81,4.19,7927
38572,1.09,Premium,H,VS2,62.6,56.0,6.62,6.55,4.12,5601
38573,1.18,Premium,H,SI1,61.8,58.0,6.79,6.74,4.18,5801
38574,0.34,Ideal,E,VS2,62.4,54.0,4.49,4.48,2.8,956
38575,0.25,Very Good,F,VVS2,62.4,55.0,4.03,4.06,2.52,633
38576,1.12,Ideal,F,SI2,61.9,55.0,6.68,6.72,4.15,5046
38577,0.72,Ideal,I,VVS2,61.3,56.0,5.77,5.8,3.55,2591
38578,0.3,Ideal,G,IF,60.9,57.0,4.29,4.32,2.62,895
38579,0.38,Ideal,J,SI1,62.0,54.0,4.66,4.7,2.9,525
38580,0.42,Ideal,E,VS2,62.2,55.0,4.79,4.83,2.99,958
38581,0.7,Very Good,E,VS1,63.6,57.0,5.61,5.65,3.58,3154
38582,1.0,Ideal,D,SI2,62.7,58.0,6.34,6.39,3.99,5246
38583,0.75,Premium,E,SI2,63.0,58.0,5.78,5.71,3.62,2372
38584,1.0,Very Good,G,SI1,59.3,63.0,6.44,6.48,3.83,4741
38585,1.33,Ideal,J,SI1,62.5,56.0,7.05,6.99,4.39,5996
38586,0.38,Ideal,F,VS1,61.1,56.0,4.7,4.65,2.86,1004
38587,0.5,Ideal,E,VS2,61.3,57.0,5.13,5.15,3.15,1624
38588,1.04,Premium,D,SI1,61.5,58.0,6.53,6.48,4.0,5708
38589,1.07,Premium,G,SI1,61.0,58.0,6.66,6.59,4.04,5091
38590,0.33,Ideal,G,IF,61.6,56.0,4.45,4.48,2.75,984
38591,0.3,Good,H,SI1,63.9,55.0,4.27,4.24,2.72,540
38592,0.7,Very Good,H,SI1,62.0,60.0,5.65,5.7,3.52,2048
38593,0.91,Very Good,G,SI2,63.4,60.0,6.11,6.06,3.86,3891
38594,0.28,Very Good,I,VS1,60.9,57.0,4.22,4.25,2.58,462
38595,1.29,Premium,G,SI2,61.1,59.0,7.03,6.95,4.27,6116
38596,1.04,Premium,G,SI1,60.3,58.0,6.6,6.55,3.96,3780
38597,1.51,Premium,E,SI2,62.7,58.0,7.27,7.24,4.55,6342
38598,0.52,Very Good,E,VS2,62.8,55.0,5.11,5.15,3.22,1621
38599,0.52,Ideal,F,VS2,60.1,57.0,5.26,5.23,3.15,1909
38600,0.32,Very Good,E,VVS1,59.0,61.0,4.44,4.47,2.63,748
38601,0.57,Premium,F,VS1,61.3,54.0,5.41,5.35,3.3,1815
38602,1.01,Good,F,SI1,64.2,58.0,6.31,6.33,4.06,4199
38603,0.75,Ideal,F,VS2,62.5,57.0,5.78,5.83,3.63,2893
38604,1.31,Ideal,G,VS1,62.2,56.0,7.05,7.01,4.37,10071
38605,1.13,Premium,G,VS2,60.1,59.0,6.82,6.75,4.08,6561
38606,0.3,Ideal,D,SI1,61.4,56.0,4.32,4.35,2.66,552
38607,1.29,Very Good,F,SI2,63.4,57.0,6.92,6.77,4.35,4977
38608,0.39,Ideal,I,SI1,62.1,55.0,4.66,4.71,2.91,609
38609,0.52,Ideal,F,IF,61.7,57.0,5.13,5.17,3.18,2733
38610,2.0,Ideal,H,SI1,61.8,57.0,8.1,8.15,5.02,18062
38611,0.5,Ideal,E,VS1,61.1,58.0,5.12,5.08,3.11,2034
38612,0.91,Very Good,D,SI1,60.2,60.0,6.22,6.27,3.76,4466
38613,0.93,Premium,J,SI2,61.9,57.0,6.21,6.19,3.84,2807
38614,1.02,Premium,J,SI1,58.9,62.0,6.51,6.43,3.81,3444
38615,0.45,Fair,E,VS2,65.8,58.0,4.81,4.74,3.14,951
38616,0.23,Good,E,VS2,61.8,63.0,3.88,3.89,2.4,357
38617,0.9,Good,G,SI1,63.2,59.0,6.05,6.1,3.84,3734
38618,1.21,Premium,J,VVS2,60.8,60.0,6.86,6.88,4.18,5572
38619,0.51,Very Good,J,VS2,62.5,56.0,5.08,5.12,3.19,1047
38620,1.09,Ideal,G,VS2,60.6,57.0,6.68,6.73,4.06,7227
38621,0.31,Good,G,VS1,63.7,56.0,4.3,4.27,2.73,802
38622,0.75,Ideal,D,VS2,61.7,55.0,5.85,5.82,3.6,3562
38623,1.01,Very Good,F,VS2,63.1,60.0,6.39,6.29,4.0,6271
38624,0.71,Very Good,E,VS1,63.4,58.0,5.64,5.68,3.59,3009
38625,0.7,Good,F,VS1,63.7,57.0,5.55,5.62,3.56,2441
38626,0.3,Ideal,E,SI1,61.7,55.0,4.33,4.36,2.68,640
38627,1.02,Ideal,D,SI2,62.0,58.0,6.4,6.51,4.0,5235
38628,0.31,Premium,G,SI1,62.1,58.0,4.36,4.33,2.7,593
38629,1.21,Ideal,G,VVS2,60.6,56.0,6.9,6.89,4.18,10256
38630,1.14,Premium,G,VS2,61.9,58.0,6.68,6.72,4.15,6144
38631,1.6,Premium,I,VS1,58.6,58.0,7.72,7.66,4.51,11021
38632,0.31,Ideal,G,VVS2,61.8,56.0,4.36,4.31,2.68,907
38633,0.9,Good,E,VVS1,63.4,60.0,6.06,6.11,3.86,7214
38634,0.51,Very Good,D,VS2,62.0,59.0,5.08,5.12,3.16,1716
38635,0.51,Ideal,F,VS1,60.4,56.0,5.18,5.21,3.14,1680
38636,0.94,Premium,E,SI2,62.4,58.0,6.33,6.26,3.93,4027
38637,1.04,Ideal,H,VS1,62.0,54.0,6.52,6.54,4.05,6368
38638,1.59,Ideal,J,VS2,62.9,58.0,7.45,7.39,4.66,8681
38639,0.91,Very Good,J,VS2,61.6,59.0,6.13,6.25,3.81,3290
38640,0.3,Very Good,H,SI1,62.9,57.0,4.22,4.27,2.67,432
38641,1.09,Ideal,D,SI1,61.3,55.9,6.61,6.65,4.06,6532
38642,0.39,Very Good,F,VS1,57.1,61.0,4.86,4.91,2.79,1000
38643,1.24,Premium,J,SI2,62.2,58.0,6.94,6.82,4.28,4666
38644,0.23,Very Good,E,VVS2,61.2,60.0,3.92,3.96,2.41,505
38645,0.72,Ideal,F,SI1,61.7,54.0,5.77,5.8,3.57,2737
38646,0.3,Ideal,G,VVS2,62.7,57.0,4.29,4.26,2.68,878
38647,0.33,Ideal,D,VS2,60.3,55.0,4.5,4.52,2.72,667
38648,2.01,Premium,E,SI2,62.2,60.0,8.02,7.96,4.97,13387
38649,0.32,Premium,E,SI1,61.2,58.0,4.37,4.42,2.69,524
38650,0.21,Premium,E,SI1,59.8,61.0,3.89,3.84,2.31,326
38651,0.26,Ideal,F,IF,61.6,56.0,4.07,4.11,2.52,657
38652,1.25,Ideal,G,VVS2,62.2,55.0,6.87,6.93,4.29,10983
38653,1.01,Good,E,VS2,58.0,60.0,6.64,6.68,3.86,6522
38654,0.36,Ideal,F,IF,62.2,55.0,4.62,4.57,2.86,1215
38655,2.05,Very Good,H,VS2,61.8,60.0,8.14,8.19,5.05,18152
38656,1.3,Premium,F,VS2,60.4,59.0,7.12,7.06,4.28,10090
38657,1.32,Ideal,G,SI2,62.9,57.0,6.98,6.94,4.38,6409
38658,0.51,Premium,G,SI1,60.3,61.0,5.19,5.12,3.11,1312
38659,1.01,Ideal,D,VS2,59.8,56.0,6.52,6.49,3.89,7127
38660,1.23,Fair,E,I1,67.4,56.0,6.76,6.56,4.49,3692
38661,1.02,Premium,G,VS2,62.7,58.0,6.4,6.45,4.03,6058
38662,1.5,Fair,H,SI2,66.0,64.0,7.1,6.97,4.64,5000
38663,0.4,Ideal,G,VVS1,61.6,57.0,4.75,4.76,2.93,1123
38664,0.54,Ideal,G,VVS2,60.6,56.0,5.26,5.27,3.19,1985
38665,0.7,Premium,D,SI2,62.1,60.0,5.71,5.73,3.55,2299
38666,1.2,Ideal,G,VS1,62.0,57.0,6.81,6.78,4.21,8701
38667,0.33,Ideal,G,IF,61.3,57.0,4.46,4.42,2.72,1052
38668,0.72,Ideal,F,VVS1,61.0,56.0,5.78,5.8,3.53,4362
38669,1.5,Very Good,F,SI1,63.4,60.0,7.2,7.27,4.59,10684
38670,0.5,Premium,D,VS2,61.1,58.0,5.12,5.09,3.12,1845
38671,1.35,Ideal,I,SI1,62.3,57.0,7.11,7.05,4.41,6199
38672,0.33,Ideal,F,VS1,62.1,55.0,4.43,4.46,2.76,738
38673,1.21,Good,J,SI2,63.7,55.0,6.81,6.75,4.32,4269
38674,0.39,Very Good,F,VS2,62.4,58.0,4.61,4.65,2.89,821
38675,1.52,Good,J,VS2,63.5,58.0,7.24,7.28,4.61,7370
38676,0.76,Fair,G,VS1,59.0,70.0,5.89,5.8,3.46,2800
38677,1.0,Ideal,E,SI1,60.1,62.0,6.46,6.48,3.89,5629
38678,0.31,Ideal,G,VS2,61.8,53.0,4.35,4.39,2.7,652
38679,1.01,Very Good,G,SI2,63.5,58.0,6.39,6.34,4.04,4154
38680,1.56,Ideal,G,VVS2,62.5,55.0,7.39,7.45,4.64,15609
38681,0.32,Ideal,I,IF,61.7,55.0,4.4,4.42,2.72,655
38682,0.41,Ideal,G,VS2,61.4,55.0,4.75,4.8,2.93,827
38683,1.05,Ideal,G,SI1,61.8,56.0,6.5,6.54,4.03,5192
38684,0.53,Very Good,G,SI1,60.2,57.0,5.22,5.28,3.16,1367
38685,1.01,Premium,G,SI2,63.0,59.0,6.38,6.32,4.0,3923
38686,1.24,Very Good,I,VS2,62.7,55.0,6.82,6.87,4.29,5836
38687,1.2,Very Good,G,IF,60.9,55.0,6.9,6.93,4.21,10497
38688,0.9,Good,I,VS2,63.8,55.0,6.07,6.16,3.9,3303
38689,0.73,Fair,H,VS2,65.9,55.0,5.68,5.64,3.74,2278
38690,0.57,Premium,E,VVS2,60.0,61.0,5.44,5.36,3.24,2507
38691,1.51,Very Good,F,VS1,59.6,63.0,7.34,7.43,4.4,14673
38692,0.35,Ideal,G,VVS2,61.2,55.0,4.62,4.59,2.82,1092
38693,1.0,Premium,G,VS1,59.7,59.0,6.57,6.5,3.9,7164
38694,1.7,Ideal,I,VVS2,61.7,57.0,7.67,7.62,4.71,13247
38695,0.91,Premium,I,VS1,61.9,57.0,6.24,6.19,3.85,3669
38696,0.31,Very Good,G,SI1,60.4,58.0,4.39,4.42,2.66,462
38697,1.51,Ideal,G,VS2,60.8,54.0,7.45,7.43,4.52,12100
38698,1.12,Ideal,H,VS2,61.8,55.0,6.64,6.7,4.12,6110
38699,0.56,Ideal,F,VS1,61.7,55.1,5.29,5.33,3.27,1981
38700,1.03,Very Good,I,VS1,62.9,53.0,6.45,6.5,4.07,5455
38701,0.71,Ideal,G,SI2,61.1,56.0,5.75,5.77,3.52,2264
