id,carat,cut,color,clarity,depth,table,x,y,z
10795,1.11,Ideal,H,SI1,62.3,55.0,6.7,6.65,4.16
10796,0.82,Ideal,F,SI2,61.7,53.0,6.12,6.0,3.74
10797,0.9,Premium,H,VS1,62.7,60.0,6.12,6.07,3.82
10798,0.53,Very Good,E,VS2,61.6,57.0,5.18,5.21,3.2
10799,0.7,Good,E,SI2,63.7,55.0,5.63,5.58,3.57
10800,2.27,Ideal,I,SI2,63.0,54.0,8.36,8.39,5.28
10801,0.3,Ideal,E,VS1,61.5,56.0,4.37,4.31,2.67
10802,1.33,Premium,G,VS1,62.7,58.0,7.01,6.96,4.38
10803,0.32,Ideal,D,VS2,61.0,56.0,4.42,4.46,2.71
10804,0.53,Ideal,F,SI2,63.0,54.0,5.24,5.19,3.29
10805,0.74,Ideal,I,VVS1,60.8,57.0,5.85,5.89,3.57
10806,0.32,Ideal,F,VS2,61.5,55.0,4.4,4.42,2.71
10807,1.06,Good,F,SI2,62.2,61.0,6.47,6.53,4.04
10808,0.46,Ideal,G,VVS1,60.7,57.0,4.98,5.03,3.04
10809,0.31,Premium,G,SI1,58.8,62.0,4.42,4.39,2.59
10810,0.3,Very Good,D,VS2,62.8,57.0,4.25,4.29,2.68
10811,2.03,Ideal,I,VS2,59.9,60.0,8.17,8.27,4.92
10812,0.76,Premium,I,VS2,62.8,61.0,5.78,5.74,3.62
10813,0.7,Premium,G,VS2,58.7,53.0,5.86,5.83,3.43
10814,1.0,Premium,J,SI1,60.8,58.0,6.39,6.44,3.9
10815,0.27,Very Good,E,VVS2,59.7,61.0,4.24,4.27,2.54
10816,1.15,Very Good,H,SI2,63.2,58.0,6.64,6.68,4.21
10817,0.33,Premium,E,IF,60.8,58.0,4.46,4.49,2.72
10818,0.74,Very Good,E,SI1,61.3,58.0,5.8,5.84,3.57
10819,1.05,Ideal,H,VS1,61.8,55.0,6.54,6.57,4.05
10820,0.76,Premium,H,VVS2,59.6,57.0,5.91,5.86,3.51
10821,0.7,Very Good,E,VVS1,61.9,58.0,5.6,5.67,3.49
10822,1.49,Fair,H,I1,66.9,61.0,6.93,6.89,4.62
10823,0.9,Good,I,VVS2,62.9,61.0,6.1,6.14,3.85
10824,0.39,Premium,J,VS1,61.6,59.0,4.67,4.71,2.89
10825,0.35,Ideal,I,VS2,61.7,57.0,4.56,4.52,2.8
10826,1.0,Very Good,F,SI2,62.2,55.0,6.39,6.44,3.99
10827,0.54,Ideal,D,VS2,61.8,57.0,5.26,5.22,3.24
10828,0.93,Premium,E,SI1,62.8,56.0,6.26,6.2,3.91
10829,1.02,Good,F,SI1,63.3,58.0,6.35,6.39,4.03
10830,1.06,Premium,D,SI2,60.9,60.0,6.55,6.52,3.98
10831,0.34,Ideal,E,SI1,61.0,57.0,4.48,4.51,2.74
10832,0.52,Ideal,D,SI1,62.4,57.0,5.14,5.18,3.22
10833,0.32,Ideal,I,IF,62.2,57.0,4.35,4.37,2.71
10834,0.31,Ideal,G,VVS1,59.5,56.0,4.41,4.43,2.63
10835,1.17,Premium,F,I1,62.2,58.0,6.76,6.72,4.19
10836,0.23,Very Good,D,VVS2,63.5,58.0,3.86,3.89,2.46
10837,0.71,Premium,F,SI1,59.7,60.0,5.82,5.77,3.46
10838,0.3,Ideal,E,VS1,60.8,57.0,4.36,4.33,2.64
10839,0.59,Premium,D,VVS2,62.6,58.0,5.34,5.4,3.36
10840,2.29,Premium,J,IF,61.4,60.0,8.49,8.45,5.2
10841,1.01,Very Good,F,VS2,62.3,59.0,6.37,6.41,3.98
10842,1.11,Very Good,H,SI2,61.5,59.0,6.56,6.61,4.05
10843,1.0,Ideal,H,SI1,61.4,55.0,6.49,6.44,3.97
10844,0.33,Ideal,F,IF,61.3,55.0,4.47,4.5,2.75
10845,1.86,Very Good,H,SI1,62.6,58.0,7.77,7.82,4.88
10846,0.38,Ideal,I,VS1,61.5,55.1,4.66,4.7,2.88
10847,1.01,Very Good,F,VS1,62.9,58.0,6.29,6.31,3.96
10848,0.61,Ideal,E,VS2,62.2,54.0,5.51,5.49,3.42
10849,0.99,Good,F,SI2,63.3,54.0,6.36,6.43,4.05
10850,0.7,Premium,D,SI2,58.6,60.0,5.89,5.78,3.42
10851,0.5,Premium,E,SI1,59.3,59.0,5.19,5.24,3.09
10852,1.01,Very Good,I,SI1,59.7,60.0,6.49,6.55,3.89
10853,0.3,Very Good,G,VS2,63.5,54.0,4.28,4.25,2.71
10854,1.0,Good,F,SI1,64.9,57.0,6.25,6.32,4.08
10855,0.9,Fair,E,SI1,65.5,59.0,6.06,6.03,3.96
10856,0.34,Premium,D,VS2,62.1,58.0,4.5,4.45,2.78
10857,1.0,Premium,G,SI1,61.9,62.0,6.22,6.18,3.84
10858,0.59,Ideal,G,VS2,61.9,56.0,5.38,5.42,3.34
10859,1.04,Premium,G,VS2,60.1,59.0,6.56,6.59,3.95
10860,0.96,Premium,H,SI2,59.4,56.0,6.47,6.42,3.83
10861,0.3,Good,J,SI1,64.0,55.0,4.28,4.25,2.73
10862,1.74,Good,I,SI2,60.1,64.0,7.82,7.71,4.67
10863,1.51,Good,H,VVS2,63.1,59.0,7.26,7.28,4.59
10864,0.58,Very Good,F,VVS2,62.6,56.0,5.37,5.27,3.33
10865,0.6,Good,F,SI1,63.7,61.0,5.24,5.21,3.33
10866,1.0,Very Good,J,VVS1,63.5,59.0,6.34,6.29,4.01
10867,0.41,Ideal,F,VS1,62.6,55.0,4.75,4.77,2.98
10868,0.31,Premium,I,VVS2,61.7,58.0,4.4,4.38,2.71
10869,0.56,Ideal,D,IF,60.8,58.0,5.35,5.31,3.24
10870,1.03,Premium,D,SI2,61.7,58.0,6.47,6.5,4.0
10871,0.9,Very Good,H,SI1,63.0,58.0,6.13,6.18,3.88
10872,2.14,Premium,F,SI2,58.2,61.0,8.5,8.45,4.93
10873,0.52,Very Good,F,VS2,62.4,57.0,5.12,5.13,3.2
10874,1.11,Ideal,F,VS2,60.4,58.0,6.73,6.66,4.04
10875,0.55,Very Good,F,VS2,62.1,55.4,5.25,5.27,3.26
10876,1.19,Premium,H,VS2,61.1,58.0,6.83,6.78,4.16
10877,0.33,Premium,F,VVS2,62.3,60.0,4.43,4.4,2.75
10878,0.82,Good,G,SI2,59.9,62.0,6.02,6.04,3.61
10879,0.31,Ideal,F,VS1,62.1,56.0,4.32,4.35,2.69
10880,0.34,Premium,F,VS1,60.0,59.0,4.59,4.55,2.74
10881,0.43,Ideal,G,VS1,61.9,55.0,4.86,4.84,3.0
10882,1.02,Ideal,H,SI2,61.6,55.0,6.49,6.43,3.98
10883,1.0,Good,D,SI2,58.1,65.0,6.54,6.48,3.78
10884,1.7,Good,G,VS1,63.5,56.0,7.53,7.64,4.82
10885,1.5,Fair,H,SI1,65.9,56.0,7.11,7.04,4.66
10886,0.23,Very Good,G,VVS2,62.8,55.0,3.93,3.95,2.47
10887,1.0,Premium,D,SI1,62.2,58.0,6.45,6.34,3.98
10888,1.01,Premium,G,VVS2,61.7,59.0,6.44,6.37,3.95
10889,1.01,Premium,G,SI2,60.1,61.0,6.6,6.55,3.95
10890,0.3,Premium,G,SI2,62.3,59.0,4.29,4.25,2.66
10891,0.44,Premium,H,SI2,59.6,60.0,4.95,4.93,2.96
10892,0.62,Ideal,G,VVS2,61.6,56.0,5.48,5.51,3.38
10893,0.41,Ideal,F,VVS2,60.6,57.0,4.81,4.86,2.93
10894,0.47,Premium,G,SI1,62.7,58.0,4.99,4.97,3.12
10895,0.32,Ideal,D,VS2,62.6,55.0,4.39,4.37,2.74
10896,0.5,Premium,G,VVS2,60.7,57.0,5.14,5.1,3.11
10897,1.06,Ideal,H,SI2,62.8,57.0,6.52,6.56,4.11
10898,0.82,Ideal,H,VS1,61.5,56.0,6.0,6.04,3.7
10899,0.71,Ideal,F,VS1,62.6,57.0,5.7,5.73,3.58
10900,0.31,Very Good,D,SI2,62.5,55.0,4.3,4.34,2.7
10901,0.31,Ideal,E,VS1,60.1,55.0,4.42,4.53,2.69
10902,1.01,Good,D,SI1,63.8,58.0,6.38,6.34,4.06
10903,0.38,Ideal,F,VS2,62.2,57.0,4.63,4.6,2.87
10904,0.3,Ideal,H,VVS1,62.0,55.0,4.3,4.34,2.68
10905,1.12,Premium,H,SI2,62.0,57.0,6.68,6.61,4.12
10906,0.95,Premium,G,SI1,62.6,58.0,6.26,6.21,3.9
10907,1.4,Premium,I,VS1,61.6,59.0,7.22,7.17,4.43
10908,0.23,Ideal,I,VVS1,63.0,56.0,3.94,3.9,2.47
10909,0.71,Very Good,G,SI1,63.3,56.0,5.66,5.69,3.59
10910,0.32,Ideal,H,IF,62.6,54.0,4.38,4.4,2.75
10911,1.22,Ideal,H,SI1,62.1,56.0,6.87,6.81,4.25
10912,1.09,Very Good,E,SI2,63.1,58.0,6.51,6.46,4.09
10913,0.42,Premium,G,VVS1,62.7,58.0,4.74,4.79,2.99
10914,0.32,Very Good,D,VVS2,61.1,59.0,4.39,4.42,2.69
10915,0.58,Ideal,E,VVS2,62.1,56.0,5.36,5.33,3.32
10916,0.9,Good,D,SI2,59.5,62.0,6.2,6.23,3.7
10917,0.41,Very Good,F,VS1,62.9,57.0,4.7,4.74,2.97
10918,0.72,Very Good,F,VS1,60.2,59.0,5.79,5.84,3.5
10919,1.04,Good,H,I1,63.9,58.0,6.35,6.42,4.08
10920,1.26,Ideal,J,VVS1,61.4,60.0,6.92,6.95,4.26
10921,0.29,Ideal,G,IF,61.3,56.0,4.26,4.29,2.62
10922,0.3,Ideal,G,VVS2,60.7,58.0,4.34,4.36,2.64
10923,1.23,Ideal,G,VS1,61.8,57.0,6.89,6.86,4.25
10924,0.34,Very Good,D,SI1,60.2,60.0,4.5,4.54,2.72
10925,1.0,Good,D,IF,63.3,59.0,6.33,6.37,4.02
10926,0.9,Fair,I,SI2,65.3,57.0,5.98,5.93,3.89
10927,1.27,Ideal,H,SI1,59.8,57.0,7.08,7.01,4.22
10928,1.32,Very Good,J,SI1,63.5,57.0,6.98,6.95,4.42
10929,1.04,Premium,F,VVS2,59.2,58.0,6.68,6.66,3.95
10930,0.72,Very Good,J,SI1,57.6,63.0,5.89,5.95,3.41
10931,0.33,Premium,D,SI1,60.4,60.0,4.41,4.46,2.68
10932,0.9,Fair,H,SI1,65.4,56.0,6.11,6.04,3.97
10933,0.91,Ideal,E,SI2,62.5,56.0,6.16,6.19,3.86
10934,1.51,Ideal,J,SI1,62.6,54.0,7.26,7.35,4.57
10935,0.3,Ideal,G,VVS2,61.8,54.0,4.33,4.34,2.68
10936,0.5,Very Good,E,VS2,61.3,58.0,5.06,5.12,3.12
10937,0.57,Ideal,H,SI1,61.3,54.0,5.34,5.39,3.29
10938,1.2,Good,F,VVS1,63.6,57.0,6.71,6.74,4.28
10939,0.3,Ideal,E,VS2,60.2,57.0,4.36,4.38,2.63
10940,0.7,Very Good,G,VS2,59.0,60.0,5.76,5.83,3.42
10941,0.33,Ideal,E,SI1,59.6,57.0,4.49,4.53,2.69
10942,1.51,Fair,J,SI2,65.1,59.0,7.13,7.09,4.63
10943,1.17,Ideal,F,SI1,62.2,56.0,6.73,6.71,4.18
10944,0.66,Good,G,VS1,59.0,62.0,5.66,5.72,3.35
10945,1.05,Premium,D,SI1,58.6,60.0,6.73,6.66,3.92
10946,0.9,Very Good,G,VVS2,59.8,60.0,6.23,6.28,3.74
10947,0.91,Very Good,H,VS2,58.3,59.0,6.35,6.47,3.74
10948,0.51,Very Good,G,VS1,63.3,56.0,5.05,5.08,3.21
10949,1.36,Ideal,I,SI1,62.0,56.0,7.08,7.11,4.4
10950,0.79,Premium,H,VVS2,62.6,58.0,5.96,5.9,3.71
10951,0.34,Premium,H,VS1,61.6,59.0,4.49,4.54,2.78
10952,0.41,Very Good,E,VVS1,61.2,62.0,4.76,4.78,2.92
10953,0.31,Ideal,F,VS2,62.3,55.0,4.3,4.33,2.69
10954,0.5,Very Good,G,SI1,60.0,63.0,5.1,5.06,3.05
10955,1.53,Premium,G,VS2,61.3,58.0,7.48,7.4,4.56
10956,0.34,Premium,G,VS2,61.3,58.0,4.51,4.53,2.77
10957,0.56,Ideal,D,SI1,62.3,56.0,5.33,5.26,3.3
10958,0.3,Very Good,G,SI1,62.7,58.0,4.22,4.27,2.66
10959,1.02,Premium,I,SI1,61.7,58.0,6.48,6.45,3.99
10960,0.9,Very Good,H,SI1,61.0,59.0,6.11,6.16,3.74
10961,0.3,Ideal,F,VVS1,61.9,57.0,4.3,4.33,2.67
10962,0.25,Very Good,E,VVS2,62.1,58.0,4.03,4.06,2.51
10963,0.33,Premium,G,VVS1,61.5,59.0,4.46,4.42,2.73
10964,0.27,Ideal,E,VS2,60.8,56.0,4.25,4.23,2.58
10965,0.91,Good,I,VS2,64.3,58.0,6.05,6.09,3.9
10966,1.72,Good,G,SI2,62.8,59.3,7.55,7.62,4.76
10967,0.4,Very Good,F,VS1,62.2,57.6,4.74,4.76,2.96
10968,0.35,Very Good,G,VVS1,61.2,57.0,4.55,4.58,2.79
10969,0.3,Ideal,F,SI1,62.3,54.0,4.3,4.27,2.67
10970,2.46,Ideal,G,SI2,63.0,56.0,8.6,8.52,5.44
10971,1.28,Very Good,G,VVS1,60.3,59.0,6.99,7.03,4.23
10972,0.78,Very Good,G,SI2,63.7,55.9,5.82,5.85,3.72
10973,1.52,Premium,E,SI2,61.0,59.0,7.39,7.33,4.49
10974,0.7,Fair,H,VS1,65.8,56.0,5.54,5.49,3.63
10975,0.31,Very Good,G,SI1,62.4,55.0,4.31,4.34,2.7
10976,0.32,Premium,G,VVS2,61.6,60.0,4.4,4.37,2.7
10977,1.51,Very Good,D,VS2,62.3,59.0,7.29,7.34,4.56
10978,0.71,Premium,G,SI2,62.0,59.0,5.69,5.65,3.52
10979,1.2,Premium,F,SI2,62.9,57.0,6.8,6.72,4.25
10980,0.4,Very Good,E,VVS1,63.8,56.0,4.68,4.72,3.0
10981,0.76,Very Good,G,SI1,62.6,56.0,5.86,5.9,3.68
10982,0.42,Premium,D,SI1,60.2,57.0,4.89,4.85,2.93
10983,0.5,Ideal,F,SI1,62.7,57.0,5.06,5.09,3.18
10984,0.56,Ideal,G,VS2,61.2,56.0,5.29,5.33,3.25
10985,0.54,Ideal,G,VS1,60.1,57.0,5.29,5.31,3.18
10986,1.4,Very Good,G,VS1,59.9,56.0,7.31,7.34,4.39
10987,0.41,Very Good,I,VVS2,59.9,57.0,4.87,4.91,2.93
10988,0.4,Ideal,G,VS2,62.3,57.0,4.71,4.7,2.93
10989,0.74,Premium,E,VS1,60.0,57.0,5.94,5.89,3.55
10990,1.05,Ideal,F,SI2,61.9,56.0,6.48,6.5,4.02
10991,0.3,Premium,G,VS1,60.0,60.0,4.33,4.3,2.59
10992,0.33,Ideal,D,VVS1,61.0,55.0,4.47,4.52,2.74
10993,1.24,Ideal,G,VVS1,62.3,56.0,6.86,6.89,4.28
10994,0.7,Ideal,F,SI1,62.7,57.0,5.66,5.7,3.56
10995,2.03,Premium,D,SI2,61.7,58.0,8.14,8.1,5.01
10996,0.31,Very Good,G,VVS2,62.2,56.0,4.31,4.34,2.69
10997,0.3,Ideal,H,VS2,62.6,55.0,4.28,4.31,2.69
10998,1.01,Premium,J,VS2,62.4,60.0,6.45,6.35,3.99
10999,1.51,Ideal,F,VS2,61.5,57.0,7.39,7.36,4.54
11000,0.54,Ideal,G,SI1,62.4,56.0,5.2,5.22,3.25
11001,0.39,Ideal,G,VVS2,61.1,56.0,4.7,4.72,2.88
11002,0.31,Ideal,I,SI1,62.5,56.0,4.35,4.29,2.7
11003,0.72,Good,G,SI2,63.7,59.0,5.74,5.65,3.63
11004,1.52,Ideal,F,SI2,61.9,57.0,7.37,7.33,4.55
11005,0.7,Very Good,G,VVS1,62.4,59.0,5.63,5.66,3.52
11006,0.3,Good,H,SI1,63.7,56.0,4.22,4.2,2.68
11007,0.38,Ideal,E,VVS2,61.9,53.8,4.66,4.7,2.9
11008,1.62,Premium,F,SI1,62.6,58.0,7.48,7.53,4.7
11009,0.53,Ideal,H,SI1,62.6,56.0,5.28,5.1,3.25
11010,1.56,Premium,F,SI1,60.5,59.0,7.54,7.49,4.55
11011,0.32,Very Good,G,VS1,60.8,56.0,4.45,4.48,2.71
11012,0.93,Premium,F,SI1,62.5,58.0,6.22,6.19,3.88
11013,0.75,Ideal,E,SI2,61.7,55.0,5.9,5.86,3.63
11014,0.3,Premium,G,VVS1,60.5,59.0,4.33,4.36,2.63
11015,0.43,Premium,G,VS2,61.1,58.0,4.84,4.88,2.97
11016,1.21,Ideal,H,SI1,62.2,54.0,6.8,6.86,4.25
11017,2.0,Good,H,SI1,58.0,58.0,8.21,8.26,4.78
11018,0.37,Ideal,E,VS1,60.9,56.0,4.65,4.68,2.84
11019,0.41,Ideal,E,VS2,62.3,56.0,4.77,4.74,2.96
11020,0.52,Very Good,D,VS2,62.9,59.0,5.11,5.13,3.22
11021,1.5,Premium,J,VVS2,61.8,60.0,7.36,7.33,4.54
11022,0.42,Premium,E,SI1,61.6,59.0,4.83,4.85,2.98
11023,0.54,Ideal,F,VVS2,61.6,56.0,5.23,5.26,3.23
11024,1.22,Ideal,H,VS2,60.4,57.0,6.95,6.98,4.21
11025,0.33,Ideal,H,VS2,61.0,55.0,4.49,4.52,2.75
11026,0.91,Premium,E,VS1,61.9,59.0,6.23,6.17,3.84
11027,0.24,Very Good,F,VVS2,62.0,58.0,3.95,3.98,2.46
11028,0.24,Very Good,E,VVS2,62.2,60.0,3.97,4.01,2.48
11029,0.75,Ideal,F,SI1,61.5,55.0,5.88,5.9,3.62
11030,0.3,Ideal,E,VVS1,62.1,57.0,4.27,4.29,2.66
11031,1.06,Premium,F,VS2,61.2,57.0,6.64,6.49,4.02
11032,0.4,Ideal,H,SI1,62.2,55.0,4.72,4.76,2.95
11033,0.76,Premium,D,VS2,61.7,59.0,5.87,5.9,3.63
11034,0.91,Premium,E,SI1,62.1,58.0,6.18,6.15,3.83
11035,0.33,Premium,F,VS2,62.4,58.0,4.41,4.37,2.74
11036,1.5,Very Good,J,VS2,60.5,63.0,7.27,7.32,4.41
11037,1.01,Ideal,G,VS2,61.4,57.0,6.44,6.5,3.97
11038,0.44,Premium,G,SI1,61.1,59.0,4.86,4.9,2.98
11039,1.83,Premium,E,SI2,62.0,57.0,7.89,7.81,4.87
11040,0.84,Very Good,G,VS2,62.0,56.0,6.07,6.09,3.77
11041,0.34,Ideal,H,VVS1,61.8,57.0,4.46,4.44,2.75
11042,0.57,Very Good,H,SI1,63.1,54.0,5.3,5.28,3.34
11043,0.9,Premium,G,SI1,62.7,59.0,6.1,6.14,3.84
11044,0.55,Very Good,E,VS2,61.2,57.0,5.22,5.27,3.21
11045,0.32,Premium,D,VS1,60.5,59.0,4.49,4.45,2.7
11046,0.39,Ideal,F,VVS2,61.2,56.0,4.7,4.75,2.89
11047,0.9,Ideal,E,SI2,62.6,57.0,6.13,6.2,3.86
11048,1.02,Ideal,E,VVS1,62.2,58.0,6.42,6.44,4.0
11049,0.83,Very Good,E,SI2,58.0,62.0,6.19,6.25,3.61
11050,0.34,Ideal,G,VS2,61.3,55.0,4.51,4.49,2.76
11051,1.14,Premium,D,I1,61.8,59.0,6.62,6.74,4.13
11052,0.71,Very Good,D,VS1,62.9,56.0,5.65,5.7,3.57
11053,1.37,Premium,G,VS1,58.3,60.0,7.35,7.3,4.27
11054,0.5,Very Good,E,VS1,59.0,60.0,5.19,5.22,3.07
11055,0.71,Premium,H,SI1,62.1,58.0,5.72,5.75,3.56
11056,0.54,Good,E,SI2,63.8,54.0,5.18,5.17,3.3
11057,1.08,Ideal,I,SI1,62.6,54.0,6.56,6.51,4.09
11058,0.44,Very Good,E,SI1,62.2,60.0,4.79,4.86,3.0
11059,0.72,Ideal,G,VS2,61.5,55.0,5.76,5.79,3.55
11060,1.01,Very Good,I,VS1,61.7,59.0,6.45,6.51,4.0
11061,0.78,Ideal,H,VS2,61.6,56.0,5.94,5.91,3.64
11062,0.28,Ideal,H,IF,63.0,55.0,4.14,4.19,2.62
11063,1.47,Ideal,I,VS2,62.3,57.0,7.24,7.3,4.53
11064,1.14,Very Good,E,SI2,60.2,58.0,6.71,6.78,4.06
11065,0.56,Premium,G,SI1,62.4,58.0,5.23,5.29,3.28
11066,0.31,Ideal,D,VS2,61.6,57.0,4.36,4.38,2.69
11067,0.7,Very Good,F,SI1,63.7,55.0,5.62,5.69,3.6
11068,0.7,Ideal,H,VS1,61.9,56.0,5.7,5.73,3.54
11069,1.51,Premium,I,VS2,62.3,60.0,7.35,7.29,4.56
11070,0.32,Ideal,E,VVS2,61.9,54.0,4.41,4.44,2.74
11071,0.81,Fair,F,SI2,68.8,79.0,5.26,5.2,3.58
11072,1.05,Ideal,F,IF,61.7,56.0,6.48,6.56,4.02
11073,0.3,Very Good,G,SI1,62.8,56.0,4.28,4.32,2.7
11074,0.7,Ideal,E,SI1,62.5,57.0,5.7,5.72,3.57
11075,1.54,Premium,D,VS2,59.3,59.0,7.61,7.54,4.49
11076,1.2,Ideal,I,SI1,61.5,60.0,6.85,6.8,4.2
11077,1.51,Premium,J,SI1,59.9,60.0,7.46,7.41,4.45
11078,0.51,Premium,I,VVS2,59.4,60.0,5.26,5.21,3.11
11079,1.12,Very Good,G,SI2,63.3,58.0,6.7,6.63,4.22
11080,0.7,Very Good,H,VS2,63.4,60.0,5.61,5.59,3.55
11081,1.01,Ideal,E,SI2,62.2,54.0,6.43,6.39,3.99
11082,0.9,Premium,D,VS2,61.6,62.0,6.12,6.09,3.76
11083,0.9,Very Good,H,VS2,61.8,56.0,6.18,6.25,3.84
11084,1.38,Premium,J,VS2,60.2,59.0,7.29,7.19,4.36
11085,0.8,Good,E,VS2,64.5,56.0,5.8,5.86,3.76
11086,1.26,Ideal,G,VVS1,61.7,56.0,6.96,6.98,4.3
11087,0.4,Ideal,F,VS2,63.4,54.0,4.73,4.68,2.99
11088,0.72,Ideal,I,VS1,62.3,55.0,5.79,5.69,3.58
11089,1.26,Premium,H,SI1,61.0,55.0,7.0,6.97,4.26
11090,1.54,Ideal,D,SI1,63.0,54.0,7.33,7.28,4.6
11091,1.54,Ideal,I,SI2,62.0,59.0,7.33,7.38,4.56
11092,0.31,Ideal,D,VS2,61.5,56.0,4.35,4.37,2.68
11093,0.71,Premium,E,VS2,62.3,58.0,5.71,5.66,3.54
11094,0.7,Very Good,E,SI1,62.6,56.0,5.65,5.69,3.55
11095,1.09,Premium,E,SI2,60.9,59.0,6.75,6.61,4.07
11096,1.17,Premium,F,SI2,59.6,60.0,6.88,6.85,4.09
11097,1.07,Very Good,I,VS2,62.5,56.0,6.5,6.53,4.07
11098,0.51,Premium,F,SI1,59.4,60.0,5.19,5.21,3.09
11099,0.7,Ideal,F,VS2,62.0,56.0,5.71,5.74,3.55
11100,1.25,Very Good,H,SI2,63.2,60.0,6.87,6.81,4.32
11101,1.0,Very Good,G,VVS2,60.7,56.0,6.5,6.51,3.95
11102,0.3,Very Good,G,VVS1,62.6,62.0,4.21,4.26,2.65
11103,0.27,Ideal,D,VVS1,61.7,57.0,4.2,4.16,2.58
11104,0.32,Ideal,E,VS2,61.7,55.0,4.36,4.42,2.71
11105,0.72,Ideal,H,VS2,61.7,57.0,5.74,5.77,3.55
11106,0.51,Ideal,D,VS1,61.7,54.0,5.12,5.15,3.17
11107,2.08,Very Good,D,SI2,60.1,59.0,8.29,8.37,5.01
11108,0.91,Ideal,I,VS2,61.6,55.0,6.21,6.28,3.85
11109,0.32,Ideal,J,VS1,61.3,57.0,4.41,4.43,2.71
11110,0.35,Ideal,E,VS2,62.0,55.0,4.52,4.54,2.81
11111,0.72,Ideal,G,VS2,61.3,56.0,5.77,5.81,3.55
11112,1.25,Ideal,E,VVS2,60.9,60.0,6.93,6.97,4.23
11113,1.5,Premium,I,VS2,62.3,58.0,7.31,7.26,4.54
11114,1.7,Ideal,H,VS1,61.5,55.0,7.69,7.73,4.74
11115,0.43,Ideal,I,VVS2,62.6,57.0,4.79,4.82,3.01
11116,0.51,Premium,E,SI1,58.8,58.0,5.28,5.23,3.09
11117,1.08,Ideal,E,VVS1,61.5,58.0,6.57,6.64,4.06
11118,1.71,Very Good,I,SI1,62.4,59.0,7.63,7.6,4.75
11119,0.31,Ideal,G,VVS1,61.4,57.0,4.37,4.39,2.68
11120,0.26,Ideal,H,VS1,62.3,54.0,4.07,4.11,2.55
11121,0.75,Very Good,G,VS2,63.3,58.0,5.78,5.75,3.65
11122,0.5,Fair,F,VS1,56.4,62.0,5.31,5.22,2.97
11123,0.32,Ideal,G,IF,62.2,53.0,4.41,4.43,2.75
11124,1.0,Premium,E,VS2,62.8,62.0,6.29,6.26,3.94
11125,0.71,Ideal,E,VS2,62.9,55.0,5.76,5.72,3.61
11126,0.56,Ideal,D,SI2,61.0,57.0,5.3,5.34,3.24
11127,1.25,Premium,I,SI1,62.5,59.0,6.89,6.81,4.28
11128,0.74,Ideal,F,SI1,60.4,56.0,5.86,5.83,3.53
11129,0.55,Very Good,F,SI1,60.7,57.0,5.27,5.3,3.21
11130,0.33,Very Good,H,VS2,61.4,58.0,4.44,4.49,2.74
11131,0.72,Very Good,E,VS2,61.4,58.0,5.78,5.82,3.56
11132,0.7,Ideal,G,SI1,62.7,57.0,5.69,5.64,3.55
11133,0.9,Good,G,SI1,63.9,60.0,6.07,6.1,3.89
11134,1.02,Premium,D,SI2,60.2,58.0,6.56,6.53,3.94
11135,1.5,Premium,E,VS2,61.8,59.0,7.38,7.31,4.54
11136,0.59,Ideal,D,SI2,61.1,56.0,5.4,5.44,3.31
11137,0.41,Ideal,F,VVS2,62.5,56.0,4.72,4.75,2.96
11138,1.35,Ideal,J,VS2,61.8,54.0,7.1,7.14,4.4
11139,0.52,Premium,F,SI1,61.5,60.0,5.15,5.16,3.17
11140,1.14,Ideal,H,SI1,60.3,57.0,6.79,6.85,4.11
11141,1.56,Very Good,H,VS2,63.1,60.0,7.43,7.34,4.66
11142,0.72,Very Good,I,VVS2,61.7,55.0,5.76,5.81,3.57
11143,0.9,Premium,I,VS2,62.4,58.0,6.16,6.22,3.86
11144,0.31,Very Good,F,VS1,61.8,58.0,4.29,4.35,2.67
11145,0.46,Premium,E,VS2,61.5,60.0,4.95,4.91,3.03
11146,1.03,Ideal,E,SI2,62.5,56.0,6.48,6.45,4.04
11147,0.3,Ideal,G,IF,61.0,56.0,4.34,4.37,2.65
11148,0.38,Premium,F,VS1,62.4,59.0,4.63,4.57,2.87
11149,0.39,Ideal,I,VVS2,62.0,56.0,4.67,4.72,2.91
11150,2.03,Good,G,SI2,62.7,65.0,8.17,7.92,5.06
11151,0.7,Ideal,F,VVS2,61.2,56.0,5.73,5.78,3.52
11152,0.43,Very Good,F,VS2,61.1,57.0,4.86,4.9,2.98
11153,1.27,Premium,G,VS2,61.0,60.0,6.93,6.97,4.24
11154,0.3,Ideal,F,VVS1,61.4,56.0,4.33,4.37,2.67
11155,1.02,Very Good,G,SI1,63.0,55.0,6.4,6.45,4.05
11156,0.62,Fair,F,VS1,60.0,64.0,5.69,5.48,3.36
11157,1.0,Good,H,SI1,63.7,60.0,6.3,6.33,4.02
11158,1.01,Premium,G,VS2,59.8,61.0,6.53,6.44,3.88
11159,0.3,Ideal,E,VS2,61.6,55.0,4.33,4.31,2.66
11160,0.42,Ideal,D,VS2,62.1,54.0,4.8,4.83,2.99
11161,1.51,Ideal,E,SI2,62.5,57.0,7.29,7.34,4.57
11162,0.23,Ideal,F,VS1,61.4,55.0,3.96,3.99,2.44
11163,1.54,Ideal,H,SI2,60.9,56.0,7.45,7.43,4.53
11164,1.53,Premium,H,VVS2,60.4,60.0,7.46,7.41,4.49
